SampleID	Day	individual	Phenotype	Pheno_num	pn	Final_phenotype	ANOVA					
02-5-11	6	2	Sick	2	1	Sick	null					
02-5-14	9	2	Sick	2	1	Sick	null					
02-5-17	12	2	Sick	2	1	Sick	null					
03-5-08	3	3	Sick	2	1	Sick	After					
03-5-11	6	3	Sick	4	2	Sick	null					
04-5-05	0	4	Sick	1	1	Sick	null					
04-5-08	3	4	Sick	2	1	Sick	null					
04-5-11	6	4	Sick	2	1	Sick	null					
04-5-14	9	4	Sick	2	1	Sick	null					
04-5-17	12	4	Sick	2	1	Sick	null					
05-5-05	0	5	Sick	1	1	Sick	null					
05-5-08	3	5	Sick	2	1	Sick	null					
05-5-11	6	5	Sick	4	1	Sick	null					
06-5-05	0	6	Sick	1	1	Sick	null					
06-5-08	3	6	Sick	2	1	Sick	null					
06-5-11	6	6	Sick	2	1	Sick	null					
06-5-14	9	6	Sick	4	2	Sick	null					
07-5-08	3	7	Sick	1	1	Sick	After					
07-5-11	6	7	Sick	4	2	Sick	null					
08-5-11	6	8	Sick	1	1	Sick	After					
08-5-14	9	8	Sick	1	1	Sick	null					
08-5-17	12	8	Sick	2	1	Sick	null					
08-5-20	15	8	Sick	3	2	Sick	null					
09-5-14	9	9	Sick	2	1	Sick	After					
09-5-17	12	9	Sick	2	1	Sick	null					
11-5-05	0	11	Sick	1	1	Sick	null					
11-5-08	3	11	Sick	2	1	Sick	null					
11-5-11	6	11	Sick	2	1	Sick	null					
11-5-14	9	11	Sick	2	1	Sick	null					
12-5-05	0	12	Sick	1	1	Sick	null					
12-5-08	3	12	Sick	4	2	Sick	null					
13-5-05	0	13	Sick	1	1	Sick	null					
13-5-08	3	13	Sick	2	1	Sick	null					
13-5-11	6	13	Sick	3	2	Sick	null					
13-5-14	9	13	Sick	4	2	Sick	null					
14-5-08	3	14	Sick	2	1	Sick	After					
14-5-11	6	14	Sick	2	1	Sick	null					
15-5-17	12	15	Sick	3	2	Sick	After					
15-5-20	15	15	Sick	3	2	Sick	null					
16-5-08	3	16	Sick	2	1	Sick	After					
16-5-11	6	16	Sick	2	1	Sick	null					
16-5-14	9	16	Sick	3	2	Sick	null					
17-5-05	0	17	Sick	1	1	Sick	null					
17-5-08	3	17	Sick	1	1	Sick	null					
17-5-11	6	17	Sick	1	1	Sick	null					
17-5-14	9	17	Sick	1	1	Sick	null					
17-5-17	12	17	Sick	2	1	Sick	null					
18-5-08	3	18	Sick	2	1	Sick	After					
18-5-11	6	18	Sick	2	1	Sick	null					
18-5-14	9	18	Sick	2	1	Sick	null					
20-5-20	15	20	Sick	2	1	Sick	After					
21-5-08	3	21	Sick	1	1	Sick	After					
21-5-11	6	21	Sick	3	2	Sick	null					
21-5-14	9	21	Sick	4	2	Sick	null					
21-5-17	12	21	Sick	4	2	Sick	null					
22-5-08	3	22	Sick	1	1	Sick	After					
22-5-11	6	22	Sick	1	1	Sick	null					
22-5-14	9	22	Sick	2	1	Sick	null					
23-5-05	0	23	Sick	1	1	Sick	null					
23-5-08	3	23	Sick	2	1	Sick	null					
23-5-11	6	23	Sick	2	1	Sick	null					
23-5-14	9	23	Sick	2	1	Sick	null					
23-5-17	12	23	Sick	2	1	Sick	null					
25-5-05	0	25	Sick	1	1	Sick	null					
25-5-08	3	25	Sick	2	1	Sick	null					
26-5-08	3	26	Sick	2	1	Sick	After					
26-5-11	6	26	Sick	3	2	Sick	null					
28-5-08	3	28	Sick	1	1	Sick	After					
28-5-11	6	28	Sick	1	1	Sick	null					
28-5-14	9	28	Sick	2	1	Sick	null					
28-5-17	12	28	Sick	2	1	Sick	null					
29-5-08	3	29	Sick	2	1	Sick	After					
29-5-11	6	29	Sick	2	1	Sick	null					
29-5-14	9	29	Sick	2	1	Sick	null					
36-6-12	3	36	Sick	1	1	Sick	After					
36-6-15	6	36	Sick	2	1	Sick	null					
36-6-18	9	36	Sick	3	2	Sick	null					
37-6-15	6	37	Sick	1	1	Sick	null					
37-6-21	12	37	Sick	2	1	Sick	null					
38-6-15	6	38	Sick	1	1	Sick	null					
38-6-18	9	38	Sick	2	1	Sick	null					
01-5-08	3	1	Sick	3	2	Sick	null					
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
